BP;latitud_obs;longitud_obs;direccion;comuna;lat;lon
4450;-33.002.761;-71.504.152;SAN IGNACIO 325;VIÑA DEL MAR;-0,330028;-0,715042
4494;-33.363.126;-70.516.453;ROBLES 12729;LO BARNECHEA;-0,333631;-0,705165
4515;-33.432.552;-7.052.136;VALENZUELA PUELMA 10357;LA REINA;-0,334326;-0,705214
4522;-33.480.374;-70.599.297;AV MACUL 2795;MACUL;-0,334804;-0,705993
4537;-33.382.442;-70.719.305;AV VALLE LO CAMPINO NORTE 1662;QUILICURA;-0,333824;-0,707193
4540;-33.395.329;-70.579.531;AV VITACURA 5421;VITACURA;-0,333953;-0,705795
4549;-3.293.527;-71.549.375;AV BORGOÑO 19200;CON CON;-0,329353;-0,715494
4585;-33.438.608;-70.603.402;RICARDO LYON 1962;PROVIDENCIA;-0,334386;-0,706034
4644;-32.818.236;-70.720.072;CAMINO DEL CERRO 101;RINCONADA;-0,328182;-0,707201
4647;-33.456.525;-7.059.915;DUBLE ALMEYDA 3055;ÑUÑOA;-0,334565;-0,705992
4659;-33.472.905;-70.598.816;JOSE PEDRO ALESSANDRI 1993;ÑUÑOA;-0,334729;-0,705988
4660;-33.444.357;-70.578.946;BREMEN 1120;ÑUÑOA;-0,334444;-0,705789
4666;-33.404.254;-70.548.384;EL CULTRUN 7577;LAS CONDES;-0,334043;-0,705484
4683;-33.388.357;-70.500.882;CAMINO SAN FRANCISCO DE ASIS 1800;LAS CONDES;-0,333884;-0,705009
4719;-33.490.717;-71.148.878;CAMINO A MARIA PINTO KM 14;CURACAVI;-0,334907;-0,711489
4728;-33.003.838;-71.259.599;SIMON BOLIVAR 65;LIMACHE;-0,330038;-0,712596
4746;-33.425.451;-70.587.968;CRISTOBAL COLON 3522;LAS CONDES;-0,334255;-0,705880
4773;-32.957.572;-71.545.158;LA JOYA 369;VIÑA DEL MAR;-0,329576;-0,715452
4808;-33.342.324;-70.469.699;CAMINO EL CAJON 18950;LO BARNECHEA;-0,333423;-0,704697
4822;-33.419.138;-70.603.353;AV PROVIDENCIA 2563;PROVIDENCIA;-0,334191;-0,706034
4833;-3.350.509;-70.558.289;LOS CASTAÑOS 7171;PEÑALOLEN;-0,335051;-0,705583
4860;-33.246.225;-7.072.526;CAMINO LIRAY CASA 1 LOTE 13;COLINA;-0,332462;-0,707253
4891;-33.450.569;-70.761.438;LOS TULIPEROS NORTE 8812;PUDAHUEL;-0,334506;-0,707614
4952;-33.276.655;-70.642.937;LOS LAURELES 27;COLINA;-0,332767;-0,706429
5000;-33.387.517;-70.505.083;SAN BENITO 12130;LAS CONDES;-0,333875;-0,705051
5003;-33.446.276;-70.601.041;SUECIA 2841;ÑUÑOA;-0,334463;-0,706010
5025;-33.411.522;-70.566.548;MANQUEHUE SUR 555;LAS CONDES;-0,334115;-0,705665
5061;-33.417.715;-7.057.473;MARTIN DE ZAMORA 4909;LAS CONDES;-0,334177;-0,705747
5071;-3.342.777;-70.550.128;COLICHEO 1845;LAS CONDES;-0,334278;-0,705501
5090;-33.470.865;-70.600.469;LOS ALERCES 3019;ÑUÑOA;-0,334709;-0,706005
5100;-33.640.469;-70.835.128;CONDOMINIO SAN PEDRO PARCELA 6;CALERA DE TANGO;-0,336405;-0,708351
5205;-33.414.001;-70.585.095;AMERICO VESPUCIO NORTE 22;LAS CONDES;-0,334140;-0,705851
5216;-33.384.493;-70.611.341;AV RINCONADA EL SALTO 1000;HUECHURABA;-0,333845;-0,706113
5218;-33.371.771;-70.514.739;AV LAS CONDES 12631;LAS CONDES;-0,333718;-0,705147
5219;-33.449.953;-70.592.934;MANUEL DE SALAS 555;ÑUÑOA;-0,334500;-0,705929
5246;-33.553.994;-70.793.388;MIRASOL NORTE 18439;MAIPÚ;-0,335540;-0,707934
5274;-33.781.493;-70.657.275;CAMINO LA PARICION 17;PAINE;-0,337815;-0,706573
5299;-33.490.064;-705.686;HACIENDA MACUL 6058;PEÑALOLEN;-0,334901;-7,056860
5328;-33.479.044;-70.549.361;13 ORIENTE 2283;PEÑALOLEN;-0,334790;-0,705494
5330;-33.626.783;-70.802.325;CONDOMINIO PARQUE SANTA TERESA PARCELA 24;CALERA DE TANGO;-0,336268;-0,708023
5336;-33.394.728;-70.560.873;LATERAL KENNEDY 7031;LAS CONDES;-0,333947;-0,705609
5345;-33.425.165;-70.587.083;AV CRISTOBAL COLON 3646;LAS CONDES;-0,334252;-0,705871
5361;-33.308.308;-70.661.268;CAMINO DEL SOLAR 13778;COLINA;-0,333083;-0,706613
5403;-33.374.554;-70.526.765;LAS HUALTATAS 11505;VITACURA;-0,333746;-0,705268
5467;-33.327.418;-70.516.992;BERNA 4739;LO BARNECHEA;-0,333274;-0,705170
5497;-33.253.932;-70.629.462;PADRE SERGIO CORREA 12000;COLINA;-0,332539;-0,706295
5504;-33.465.239;-70.762.457;AV AMERICO VESPUCIO 2703;MAIPÚ;-0,334652;-0,707625
5511;-33.017.947;-71.548.126;2 ORIENTE 495;VIÑA DEL MAR;-0,330179;-0,715481
5537;-33.456.249;-70.614.694;AV JOSE DOMINGO CAÑAS 1585;ÑUÑOA;-0,334562;-0,706147
5568;-33.417.715;-70.570.045;AV CRISTOBAL COLON 5444;LAS CONDES;-0,334177;-0,705700
5595;-33.534.723;-70.556.645;DE LOS BARBECHOS 3572;LA FLORIDA;-0,335347;-0,705566
5610;-33.239.836;-70.682.162;CAMINO EL PARRONAL SITIO I-6;COLINA;-0,332398;-0,706822
5612;-32.939.709;-71.534.725;NUEVO SAN ANDRES 60;VIÑA DEL MAR;-0,329397;-0,715347
5652;-33.537.936;-70.549.463;CLAVEL DEL CAMPO PONIENTE 9384;LA FLORIDA;-0,335379;-0,705495
5710;-33.442.537;-70.599.359;AV LOS LEONES 2580;PROVIDENCIA;-0,334425;-0,705994
5712;-33.443.134;-70.545.552;JUAN FRANCISCO GONZALEZ 985;LA REINA;-0,334431;-0,705456
5713;-3.334.988;-70.678.686;SANTA MARTA DE HUECHURABA 7650;HUECHURABA;-0,333499;-0,706787
5719;-33.332.379;-70.635.679;CHAMISERO S/N;COLINA;-0,333324;-0,706357
5720;-33.392.448;-70.496.199;CAMINO SAN FRANCISCO DE ASÍS 2200;LAS CONDES;-0,333924;-0,704962
5732;-331.982;-7.065.086;EL MOLINO 118;COLINA;-3,319820;-0,706509
5784;-33.408.709;-70.513.537;FORESTA ORIENTE 11840;LAS CONDES;-0,334087;-0,705135
5796;-33.383.203;-70.531.256;LO FONTECILLA 267;LAS CONDES;-0,333832;-0,705313
5807;-33.413.416;-70.585.393;AV AMERICO VESPUCIO NORTE 22;LAS CONDES;-0,334134;-0,705854
5875;-33.439.181;-70.588.799;DINAMARCA 1791;PROVIDENCIA;-0,334392;-0,705888
5914;-3.344.646;-70.599.754;HERNAN CORTES 2953;ÑUÑOA;-0,334465;-0,705998
5943;-33.419.378;-70.568.221;DIEGO DE DEZA 1159;LAS CONDES;-0,334194;-0,705682
5955;-33.390.804;-70.553.496;FERNANDO DE ARGUELLO 7965;VITACURA;-0,333908;-0,705535
6007;-33.417.423;-70.572.363;SEBASTIAN EL CANO 920;LAS CONDES;-0,334174;-0,705724
6009;-33.529.377;-70.568.542;PASEO LOS SAUCES 8400;LA FLORIDA;-0,335294;-0,705685
6023;-33.505.962;-70.548.819;CAMINO DE LAS LAVÁNDULAS 7917;PEÑALOLEN;-0,335060;-0,705488
6154;-33.326.149;-70.539.243;CAMINO LAS HUALTATAS 5200;LO BARNECHEA;-0,333261;-0,705392
6191;-33.488.301;-70.599.341;MACUL 3700;MACUL;-0,334883;-0,705993
6196;-33.435.547;-70.602.812;SUECIA 1650;PROVIDENCIA;-0,334355;-0,706028
6197;-33.572.902;-7.076.839;CAMINO LONQUEN PARADERO 1 PARCELA 27;CALERA DE TANGO;-0,335729;-0,707684
6198;-33.484.968;-70.755.308;ALTO JAHUEL 216;MAIPÚ;-0,334850;-0,707553
6223;-33.552.661;-70.838.385;CAMINO A CUESTA BARRIGA 3500;PADRE HURTADO;-0,335527;-0,708384
6224;-33.480.028;-70.518.118;LAS HOJAS 1921-B;PEÑALOLEN;-0,334800;-0,705181
6271;-33.433.232;-70.609.984;MAR DEL PLATA 1954;PROVIDENCIA;-0,334332;-0,706100
6288;-33.539.635;-70.557.576;BORIS BRAVO JUSTINIANO 9503;LA FLORIDA;-0,335396;-0,705576
6301;-33.359.726;-70.522.056;AV EL TRANQUE 12352;LO BARNECHEA;-0,333597;-0,705221
6313;-33.381.313;-7.054.177;ROMERAL 9862;VITACURA;-0,333813;-0,705418
6379;-33.458.088;-70.845.342;MIRASOL 1598;PUDAHUEL;-0,334581;-0,708453
6408;-33.489.487;-70.553.196;VALLE DE RAPEL PONIENTE 3620;PEÑALOLEN;-0,334895;-0,705532
6452;-33.403.029;-70.557.341;LOS BARBECHOS 100;LAS CONDES;-0,334030;-0,705573
6482;-33.388.135;-70.563.394;RAOUL DUFFY 7148;VITACURA;-0,333881;-0,705634
6636;-33.489.786;-70.539.861;LAS PERDICES 2900;PEÑALOLEN;-0,334898;-0,705399
6672;-33.308.134;-70.659.669;CAMINO DEL SOLAR 11194;COLINA;-0,333081;-0,706597
6756;-33.434.615;-70.602.313;POCURO 2370;PROVIDENCIA;-0,334346;-0,706023
6757;-3.364.409;-70.820.537;CAMINO LONQUEN PARADERO 23 1/2 0;CALERA DE TANGO;-0,336441;-0,708205
6765;-33.387.646;-70.502.279;AGUA QUIETA 1767;LAS CONDES;-0,333876;-0,705023
6766;-33.351.782;-70.505.115;LOS PRADOS 1923;LO BARNECHEA;-0,333518;-0,705051
6780;-33.508.874;-7.054.759;EL OLIVO NORTE 8286;PEÑALOLEN;-0,335089;-0,705476
6803;-33.451.749;-70.619.776;JULIO PRADO 2075;ÑUÑOA;-0,334517;-0,706198
6851;-33.449.387;-70.562.063;AMADO NERVO 312;LA REINA;-0,334494;-0,705621
6910;-33.396.251;-70.577.234;LUIS CARRERA 1400;VITACURA;-0,333963;-0,705772
6911;-33.421.611;-70.575.231;GENERAL LUDWIG 4700A;LAS CONDES;-0,334216;-0,705752
6912;-33.411.439;-70.520.348;LAS CONDESAS 2962;LAS CONDES;-0,334114;-0,705203
6913;-33.606.564;-70.489.483;LA PALOMA 0;PIRQUE;-0,336066;-0,704895
6919;-33.249.751;-70.765.997;SANTA ROSA DE LAMPA 3040;LAMPA;-0,332498;-0,707660
6924;-33.382.657;-70.725.029;TORRECAMPO 342;QUILICURA;-0,333827;-0,707250
7035;-3.360.219;-70.701.464;BARROS ARANA 987;SAN BERNARDO;-0,336022;-0,707015
7040;-33.448.604;-70.596.192;HOLANDA 3235;ÑUÑOA;-0,334486;-0,705962
7093;-334.028;-70.547.754;ZANZIBAR PONIENTE 7800;LAS CONDES;-3,340280;-0,705478
7099;-33.429.337;-70.575.179;AV AMERICO VESPUCIO SUR 1835;LAS CONDES;-0,334293;-0,705752
7130;-33.276.655;-70.642.937;LOS LAURELES 27;COLINA;-0,332767;-0,706429
7138;-33.490.648;-70.575.278;AV QUILIN 5662;PEÑALOLEN;-0,334906;-0,705753
7170;-33.342.723;-70.665.484;ALTOS DEL VALLE 1255;HUECHURABA;-0,333427;-0,706655
7216;-33.454.279;-7.059.638;AV HOLANDA 3857;ÑUÑOA;-0,334543;-0,705964
7228;-33.452.104;-70.600.281;SUECIA 3465;ÑUÑOA;-0,334521;-0,706003
7255;-335.098;-70.526.267;NUEVA MARIA ANGELICA 6437;LA FLORIDA;-3,350980;-0,705263
7264;-3.345.692;-70.606.824;AV JOSE DOMINGO CAÑAS 2414;ÑUÑOA;-0,334569;-0,706068
7335;-33.447.339;-70.620.917;JULIO PRADO 1590;PROVIDENCIA;-0,334473;-0,706209
7420;-32.978.749;-71.525.795;AV JARDINES DE REÑACA 102;VIÑA DEL MAR;-0,329787;-0,715258
7438;-33.418.422;-70.559.188;FONTANA ROSA 6731;LAS CONDES;-0,334184;-0,705592
7457;-33.441.017;-70.594.425;RENATO ZANELLI 1468;PROVIDENCIA;-0,334410;-0,705944
7499;-33.405.345;-70.538.602;CAMINO EL ALBA 9171;LAS CONDES;-0,334053;-0,705386
7502;-33.342.894;-70.664.261;PJE ALTOS DEL VALLE 1217;HUECHURABA;-0,333429;-0,706643
7506;-33.394.791;-70.597.356;NUEVA COSTANERA 4142;VITACURA;-0,333948;-0,705974
7542;-33.430.492;-70.608.868;DARIO URZUA 2051;PROVIDENCIA;-0,334305;-0,706089
7571;-3.345.299;-70.595.189;GERONA 3411;ÑUÑOA;-0,334530;-0,705952
7610;-33.282.322;-70.710.945;HECTOR MENDEZ ALARCON PARCELA U 27;COLINA;-0,332823;-0,707109
7635;-33.450.811;-70.605.231;PEDRO DE VALDIVIA 3121;ÑUÑOA;-0,334508;-0,706052
7718;-33.408.127;-70.572.157;CARLOS MARTEL 5645;LAS CONDES;-0,334081;-0,705722
7723;-33.459.677;-70.606.009;PEDRO DE VALDIVIA 4041;ÑUÑOA;-0,334597;-0,706060
7842;-33.642.054;-70.857.385;CAMINO LORETO 1953;TALAGANTE;-0,336421;-0,708574
7854;-33.542.441;-70.569.718;AV LA FLORIDA 9650;LA FLORIDA;-0,335424;-0,705697
7859;-33.666.787;-71.636.428;PASEO EL MAR 250;SANTO DOMINGO;-0,336668;-0,716364
7888;-3.340.312;-70.555.008;RAFAEL SANZIO 77;LAS CONDES;-0,334031;-0,705550
7971;-33.339.409;-70.671.427;CAMINO DE CINTURA 1467;HUECHURABA;-0,333394;-0,706714
8036;-33.546.438;-70.889.475;LAS VIOLETAS 3400;PADRE HURTADO;-0,335464;-0,708895
8048;-33.648.473;-70.899.149;LOS MIMBRES CON SAN LUIS 199;TALAGANTE;-0,336485;-0,708991
8136;-33.366.673;-7.056.084;VIA NARANJA 4201;VITACURA;-0,333667;-0,705608
8168;-33.438.049;-70.533.053;NICANOR PLAZA 1926;LA REINA;-0,334380;-0,705331
8288;-33.410.424;-70.576.451;LA GLORIA 120;LAS CONDES;-0,334104;-0,705765
8297;-33.251.214;-70.792.379;"CONDOMINIO ""EL ALGARROBAL"" O ""ALGARROBO DE BATUCO 330";LAMPA;-0,332512;-0,707924
8312;-3.364.187;-70.857.428;CAMINO LORETO 1953;TALAGANTE;-0,336419;-0,708574
8313;-33.221.371;-70.686.813;LOS CORRALES 1370;COLINA;-0,332214;-0,706868
8329;-33.425.724;-70.571.625;ISABEL LA CATOLICA 4914;LAS CONDES;-0,334257;-0,705716
8403;-33.406.793;-70.559.666;JUAN MONTALVO 55;LAS CONDES;-0,334068;-0,705597
8436;-333.885;-705.274;ESTORIL 820;LAS CONDES;-3,338850;-7,052740
8495;-32.965.637;-71.534.637;CONGUILLIO TRES 1181;VIÑA DEL MAR;-0,329656;-0,715346
8500;-33.335.924;-70.464.013;CAMINO LAS HIGUERAS 19116-B;LO BARNECHEA;-0,333359;-0,704640
8522;-33.442.904;-70.519.094;ALVARO CASANOVA 1453;LA REINA;-0,334429;-0,705191
8525;-33.452.104;-70.600.281;SUECIA 3465;ÑUÑOA;-0,334521;-0,706003
8562;-33.352.771;-70.668.161;AV EL GUANACO NORTE 1322;HUECHURABA;-0,333528;-0,706682
8605;-33.437.337;-70.557.364;NOCEDAL 7194;LA REINA;-0,334373;-0,705574
8688;-33.418.838;-70.598.472;VECINAL 151;LAS CONDES;-0,334188;-0,705985
8732;-33.449.137;-70.634.896;AV PORTUGAL 564;SANTIAGO;-0,334491;-0,706349
8738;-33.406.385;-70.572.165;LOS MILITARES 5777;LAS CONDES;-0,334064;-0,705722
8838;-33.669.783;-70.636.425;CONDOMINIO LA RINCONADA DE SAN VICENTE PARCELA 9;PIRQUE;-0,336698;-0,706364
8855;-3.337.208;-70.515.742;AV LAS CONDES 12523;LAS CONDES;-0,333721;-0,705157
8965;-33.432.915;-70.621.039;ROMAN DIAZ 300;PROVIDENCIA;-0,334329;-0,706210
9088;-33.432.892;-70.604.061;EL VERGEL 2282;PROVIDENCIA;-0,334329;-0,706041
9093;-3.345.897;-70.551.819;EL MOLLE 7239;LA REINA;-0,334590;-0,705518
9115;-33.455.531;-70.587.945;AV IRARRAZAVAL 4112;ÑUÑOA;-0,334555;-0,705879
9131;-3.334.888;-70.678.455;AV SANTA MARTA 7725;HUECHURABA;-0,333489;-0,706785
9190;-33.673.308;-70.867.509;CAMINO EL OLIVETO 3136;TALAGANTE;-0,336733;-0,708675
9207;-33.596.234;-70.582.699;CALABRIA ORIENTE 1597;PUENTE ALTO;-0,335962;-0,705827
9215;-333.854;-70.538.905;LA AURORA 1057;VITACURA;-3,338540;-0,705389
9225;-33.454.718;-7.063.356;AV PORTUGAL 968;SANTIAGO;-0,334547;-0,706336
9257;-33.457.338;-70.604.613;AV JOSE DOMINGO CAÑAS 2551;ÑUÑOA;-0,334573;-0,706046
9287;-33.451.923;-70.597.747;ALONSO DE ERCILLA 3055;ÑUÑOA;-0,334519;-0,705977
9348;-33.597.722;-70.921.026;VIÑA PELVIN SN;PEÑAFLOR;-0,335977;-0,709210
9390;-33.422.379;-70.574.291;VASCO DE GAMA 4761;LAS CONDES;-0,334224;-0,705743
9430;-33.395.709;-70.568.935;NUESTRA SEÑORA DEL ROSARIO 1057;VITACURA;-0,333957;-0,705689
9452;-33.326.853;-70.542.076;LOS TRAPENSES 4949;LO BARNECHEA;-0,333269;-0,705421
9457;-33.425.499;-70.579.353;EL VATICANO 4304;LAS CONDES;-0,334255;-0,705794
9468;-33.349.158;-70.667.726;CAMINO EL ROBLE 1334;HUECHURABA;-0,333492;-0,706677
9469;-33.275.978;-70.634.193;LOS CISNES 25;COLINA;-0,332760;-0,706342
9470;-33.418.059;-7.056.071;FONTANA ROSA 6533;LAS CONDES;-0,334181;-0,705607
9471;-33.309.852;-70.660.943;EL TRANQUE PONIENTE 10340;COLINA;-0,333099;-0,706609
9472;-3.340.213;-70.503.943;MONSEÑOR ALVARO DEL PORTILLO 13261;LAS CONDES;-0,334021;-0,705039
9474;-33.366.711;-71.022.136;LOS CANELOS DE MIRAFLORES PARCELA 35-4 *;CURACAVI;-0,333667;-0,710221
9475;-33.260.074;-70.626.862;LAS PIRCAS 22;COLINA;-0,332601;-0,706269
9477;-3.336.053;-70.516.997;AV EL TRANQUE 12797;LO BARNECHEA;-0,333605;-0,705170
9478;-33.395.283;-70.562.444;PRESIDENTE KENNEDY 6899;LAS CONDES;-0,333953;-0,705624
9496;-33.395.671;-70.589.084;AV AMERICO VESPUCIO NORTE 2101;VITACURA;-0,333957;-0,705891
9498;-33.332.231;-70.524.094;LA CIENAGA 12282;LO BARNECHEA;-0,333322;-0,705241
9501;-33.425.617;-70.616.367;PADRE MARIANO 103;PROVIDENCIA;-0,334256;-0,706164
9503;-33.394.637;-70.548.492;LAS VERBENAS 8669;LAS CONDES;-0,333946;-0,705485
9504;-33.356.592;-70.666.863;SIN INFORMACION 0;LAS CONDES;-0,333566;-0,706669
9505;-33.237.638;-70.695.316;LOS CORCOLENES 2280;COLINA;-0,332376;-0,706953
9511;-33.375.615;-70.546.088;JOSEMARIA ESCRIVA DE BALAGUER 9447;VITACURA;-0,333756;-0,705461
9512;-33.383.152;-705.461;LO MATTA 1554;VITACURA;-0,333832;-7,054610
9514;-3.336.759;-705.495;VIA VERDE 3679;VITACURA;-0,333676;-7,054950
9516;-33.332.908;-70.521.557;EL MIRADOR 12388;LO BARNECHEA;-0,333329;-0,705216
9533;-33.343.902;-7.067.338;ALTER REAL NORTE 1508;HUECHURABA;-0,333439;-0,706734
9538;-33.421.446;-70.564.524;SANTA BARBARA 314;VIÑA DEL MAR;-0,334214;-0,705645
9554;-33.501.002;-70.521.669;QUILIN 11100;PEÑALOLEN;-0,335010;-0,705217
9568;-33.684.458;-70.936.111;PASAJE EL YELMO 0;TALAGANTE;-0,336845;-0,709361
9576;-33.388.462;-7.055.738;HUENTELAUQUEN 1372;VITACURA;-0,333885;-0,705574
9578;-33.389.964;-71.166.171;CAMINO DEL TORO S/N PARCELA 106;CURACAVI;-0,333900;-0,711662
9579;-33.443.331;-70.617.542;AV JOSE MIGUEL CLARO 1555;PROVIDENCIA;-0,334433;-0,706175
9670;-33.449.697;-70.632.952;VIRREINATO 36;SANTIAGO;-0,334497;-0,706330
9675;-33.330.752;-70.507.148;LAGO LEMAN 3728;LO BARNECHEA;-0,333308;-0,705071
9713;-33.341.966;-70.497.342;CAMINO DEL ALTAR 4699;LO BARNECHEA;-0,333420;-0,704973
9890;-33.435.851;-70.535.955;HELSBY 9003;LA REINA;-0,334359;-0,705360
9905;-33.389.976;-70.531.358;CAMPANARIO 720;LAS CONDES;-0,333900;-0,705314
9931;-33.278.422;-70.636.446;AV LAS FLORES 44;COLINA;-0,332784;-0,706364
9974;-33.389.306;-70.540.444;AV LAS CONDES 9434;LAS CONDES;-0,333893;-0,705404
9975;-33.451.437;-70.604.255;LUIS URIBE 2620;ÑUÑOA;-0,334514;-0,706043
9996;-33.362.989;-70.510.152;RAUL LABBE 13390;LO BARNECHEA;-0,333630;-0,705102
10008;-33.510.511;-70.530.506;NUEVA MARIA ANGELICA 6135;LA FLORIDA;-0,335105;-0,705305
10014;-33.407.182;-70.559.601;JUAN MONTALVO 75;LAS CONDES;-0,334072;-0,705596
10017;-33.415.022;-70.602.829;HELVECIA 240;LAS CONDES;-0,334150;-0,706028
11478;-33.249.464;-70.625.911;JOSE RABAT GORCHS 11860;COLINA;-0,332495;-0,706259
12335;-33.417.147;-70.555.356;ROBINSON CRUSOE 966;LAS CONDES;-0,334171;-0,705554
12642;-33.436.959;-70.578.726;SAN JUAN DE LUZ 4940;ÑUÑOA;-0,334370;-0,705787
12807;-33.517.828;-70.610.461;AV PUNTA ARENAS 6600;LA FLORIDA;-0,335178;-0,706105
12854;-33.427.766;-70.605.285;SUECIA 810;PROVIDENCIA;-0,334278;-0,706053
12923;-33.455.443;-70.583.441;ALCALDE JORGE MONCKEBERG 35;ÑUÑOA;-0,334554;-0,705834
12933;-33.738.147;-70.687.524;CAMINO LINDEROS A ALTO JAHUEL 4820;BUIN;-0,337381;-0,706875
13053;-33.492.976;-7.074.881;PRESIDENTE KENNEDY 3712;MAIPÚ;-0,334930;-0,707488
13093;-33.418.855;-70.567.425;DOMINGO BONDI 1160;LAS CONDES;-0,334189;-0,705674
13182;-33.458.047;-70.589.775;SANTA JULIA 278;ÑUÑOA;-0,334580;-0,705898
13275;-33.430.161;-70.595.843;LAS DALIAS 2777;PROVIDENCIA;-0,334302;-0,705958
13393;-33.024.583;-70.687.455;CAMINO PRIVADO LOS QUILLAYES 1127;COLINA;-0,330246;-0,706875
13405;-33.398.992;-70.571.575;AV MANQUEGUE NORTE 966;LAS CONDES;-0,333990;-0,705716
13441;-33.463.619;-70.594.309;DOCTOR JOHOW 987;ÑUÑOA;-0,334636;-0,705943
13550;-33.451.527;-70.569.627;HANNOVER 5750;LA REINA;-0,334515;-0,705696
13650;-33.263.388;-70.634.016;SAN ANSELMO 480;COLINA;-0,332634;-0,706340
13662;-33.436.073;-70.580.364;COVENTRI 1934;ÑUÑOA;-0,334361;-0,705804
13734;-33.447.646;-70.618.706;JOSE MANUEL INFANTE 1805;ÑUÑOA;-0,334476;-0,706187
13863;-33.532.295;-7.077.344;AV TRES PONIENTE 433;MAIPÚ;-0,335323;-0,707734
13916;-33.387.902;-7.053.941;LAS CONDES 9660;LAS CONDES;-0,333879;-0,705394
13920;-33.442.763;-70.524.309;CARLOS SILVA VILDOSOLA 10329-E;LA REINA;-0,334428;-0,705243
14057;-33.388.529;-70.539.833;LAS CONDES 9560;LAS CONDES;-0,333885;-0,705398
14140;-33.448.255;-70.643.683;SAN ISIDRO 337;SANTIAGO;-0,334483;-0,706437
14144;-33.432.735;-70.532.479;VALENZUELA PUELMA 9495;LA REINA;-0,334327;-0,705325
14283;-33.238.279;-70.781.892;LA CAPILLA BATUCO-LAMPA 0;LAMPA;-0,332383;-0,707819
14376;-3.348.444;-705.458;MAR ARABICO 8614;PEÑALOLEN;-0,334844;-7,054580
14565;-33.560.007;-7.083.204;AV LAGUNA 3051;PADRE HURTADO;-0,335600;-0,708320
14570;-33.450.537;-70.597.871;AV CHILE ESPAÑA 485;ÑUÑOA;-0,334505;-0,705979
14643;-3.339.054;-70.541.212;AV LAS CONDES 9315;LAS CONDES;-0,333905;-0,705412
14902;-33.563.361;-70.787.899;AVENIDA LAGO DE LUGANO 18863;MAIPÚ;-0,335634;-0,707879
15102;-3.362.467;-70.903.919;AV BERLIN 0;PEÑAFLOR;-0,336247;-0,709039
15244;-33.341.966;-70.497.342;CAMINO DEL ALTAR 4699;LO BARNECHEA;-0,333420;-0,704973
15383;-33.473.218;-70.618.674;ZAÑARTU 1313;ÑUÑOA;-0,334732;-0,706187
15386;-33.369.277;-70.507.096;SHIMON PERES 51;LO BARNECHEA;-0,333693;-0,705071
15437;-33.425.814;-7.056.363;AV MANQUEHUE SUR 1620;LAS CONDES;-0,334258;-0,705636
15790;-333.846;-70.574.314;LUIS PASTEUR 6240;VITACURA;-3,338460;-0,705743
15837;-33.348.257;-70.666.412;CAMINO EL ROBLE 1250;HUECHURABA;-0,333483;-0,706664
16295;-33.458.943;-70.591.149;LOS TALAVERAS 370;ÑUÑOA;-0,334589;-0,705911
21131;-33.420.381;-70.552.485;MARTIN ALONSO PINZÓN 5250;LAS CONDES;-0,334204;-0,705525
21134;-33.376.869;-70.547.177;ALEJANDRO SERANI NORTE 9394;VITACURA;-0,333769;-0,705472
21142;-33.434.723;-7.052.146;ONOFRE JARPA 10503;LA REINA;-0,334347;-0,705215
21145;-33.423.333;-70.539.984;VISVIRI 1550;LAS CONDES;-0,334233;-0,705400
21146;-33.276.535;-70.622.078;LOS GUAYACANES 31;COLINA;-0,332765;-0,706221
21149;-33.254.047;-70.680.144;LA CAMPIÑA 146;COLINA;-0,332540;-0,706801
21150;-32.940.994;-71.537.206;LOS PELLINES 1095;VIÑA DEL MAR;-0,329410;-0,715372
24176;-33.526.741;-70.659.696;ESMERALDA 7901;LA CISTERNA;-0,335267;-0,706597
26804;-33.342.378;-70.669.824;SANTA INES 1409;HUECHURABA;-0,333424;-0,706698
26816;-33.503.565;-70.754.619;LUIS GANDARILLAS 242;MAIPÚ;-0,335036;-0,707546
32969;-33.595.616;-70.573.158;NEMESIO VICUÑA 1576;PUENTE ALTO;-0,335956;-0,705732
33644;-33.376.869;-70.547.177;ALEJANDRO SERANI NORTE 9394;VITACURA;-0,333769;-0,705472
33652;-3.341.706;-70.589.701;CALLAO 3860;LAS CONDES;-0,334171;-0,705897
34644;-33.440.389;-70.554.916;MATEO DE TORO Y ZAMBRANO 1517;LA REINA;-0,334404;-0,705549
34725;-33.397.351;-70.517.144;FRANCISCO BULNES CORREA 1398;LAS CONDES;-0,333974;-0,705171
34746;-33.417.795;-7.057.526;MARTIN DE ZAMORA 4891;LAS CONDES;-0,334178;-0,705753
34748;-3.325.498;-7.062.714;PADRE SERGIO CORREA 11801;COLINA;-0,332550;-0,706271
34749;-33.407.008;-70.581.102;AV PRESIDENTE RIESCO 5111;LAS CONDES;-0,334070;-0,705811
35338;-33.517.029;-7.053.581;CAMINO DE LA PLEGARIA 6061;LA FLORIDA;-0,335170;-0,705358
36615;-33.471.086;-70.624.226;AV VICUÑA MACKENNA 2289;SAN JOAQUÍN;-0,334711;-0,706242
36739;-3.358.992;-70.839.753;CAMINO MELIPILLA KM.26 PARCELA 24;MALLOCO;-0,335899;-0,708398
36756;-3.341.916;-70.583.286;AV PRESIDENTE ERRAZURIZ 4331;LAS CONDES;-0,334192;-0,705833
36757;-33.224.795;-70.653.752;LOS ESPINOS 4110;COLINA;-0,332248;-0,706538
36758;-33.449.602;-70.616.732;ROMAN DIAZ 2008;ÑUÑOA;-0,334496;-0,706167
